,stNo,stNam,Lon,Lat,county,address,altitude
320,C0R840,牡丹池山,120.841225,22.168389,屏東縣,屏東縣牡丹鄉牡丹池山山頂,536.0
321,C0S660,下馬,121.070312,23.150427,臺東縣,海端鄉廢棄下馬派出所旁,794.0
322,C0S690,太麻里,120.98533,22.60902,臺東縣,太麻里鄉(往金針山茶區之半路上),522.0
323,C0S700,知本,121.005642,22.684866,臺東縣,卑南鄉溫泉村(溫泉國小之樂山分校內),507.0
324,C0S710,鹿野,121.122994,22.917711,臺東縣,鹿野鄉鹿野高台高眺亭公廁東側草地上,382.0
325,C0S730,綠島,121.47533,22.6672,臺東縣,綠島鄉,110.0
326,C0S740,池上,121.209469,23.119628,臺東縣,池上鄉新興村104號(退輔會臺東農場內),289.0
327,C0S750,向陽,120.986133,23.248397,臺東縣,海端鄉向陽(公路局向陽工務段圍牆內),2280.0
328,C0S760,紅石,121.126219,23.069131,臺東縣,海端鄉紅石(紅石瞭望臺旁),1621.0
329,C0S770,大溪山,120.943325,22.478475,臺東縣,太麻里鄉多良村(廢棄中華電信轉播站旁),375.0
330,C0S790,金崙,120.966875,22.538122,臺東縣,太麻里鄉金崙段0304-1地號,236.0
331,C0S810,東河,121.303986,22.972672,臺東縣,東河鄉北東河17鄰26號(東河國民小學操場旁),65.0
332,C0S830,長濱,121.411975,23.286817,臺東縣,長濱鄉竹湖村移民橋後方山頂三角點旁,288.0
333,C0S840,南田,120.889208,22.279725,臺東縣,達仁鄉南田村南田風景區公園對面,22.0
334,C0S890,關山,121.175017,23.0395,臺東縣,關山鎮親水公園內,238.0
335,C0S900,蘭嶼高中,121.51214,22.04909,臺東縣,蘭嶼鄉椰油村37號（蘭嶼高中內）,27.0
336,C0S910,蘭嶼燈塔,121.503117,22.081197,臺東縣,蘭嶼鄉椰油段1-7地號（蘭嶼燈塔旁）,212.0
337,C0S920,金峰嘉蘭,120.960903,22.598758,臺東縣,金峰鄉嘉蘭村12鄰665號(金峰鄉嘉蘭村活動中心),133.0
338,C0S930,延平,121.084058,22.902581,臺東縣,臺東縣延平鄉昇平路75號(延平消防分隊),248.0
339,C0S940,石寧山,121.406639,23.223772,臺東縣,長濱鄉寧埔村石寧山附近山區,150.0
340,C0S950,七塊厝,121.229922,22.954453,臺東縣,東河鄉尚德村七塊厝產業道路附近山區,415.0
341,C0S960,香蘭,120.993375,22.587569,臺東縣,太麻里鄉香蘭村四鄰28號 (香蘭國小),32.0
342,C0S970,加津林,120.926942,22.416211,臺東縣,大武鄉大竹村14鄰加津林4號(舊高溪派出所),19.0
343,C0S980,勝林山,120.8938,22.430439,臺東縣,達仁鄉勝林山山頂停機坪旁(與大武鄉交界附近),903.0
344,C0S990,山豬窟,120.857372,22.318619,臺東縣,大武鄉南興村山豬窟產業道路附近山區(梅園涼亭旁),409.0
345,C0SA00,歷坵,120.89185,22.520969,臺東縣,金峰鄉歷坵產業道路附近山區,466.0
346,C0SA10,檳榔四格山,121.109308,22.810031,臺東縣,卑南鄉檳榔四格山山頂瞭望臺旁,411.0
347,C0SA20,金崙山,120.959667,22.567419,臺東縣,太麻里鄉富山產業道路附近山區(與金峰鄉交界附近),857.0
348,C0SA30,都歷,121.323642,23.020333,臺東縣,成功鎮新村路25號(東部海岸國家風景區管理處),93.0
349,C0SA40,瑞和,121.156697,22.974361,臺東縣,鹿野鄉瑞和村瑞景路3段1號(瑞源國中),200.0
350,C0SA60,知本（水試所）,121.082761,22.702394,臺東縣,臺東縣臺東市知本路2段291巷299號,11.0
351,C0SA80,土坂,120.887488,22.452922,臺東縣,達仁鄉土坂村1鄰10號(土坂國民小學操場旁),136.0
352,C0SA90,達仁林場,120.823972,22.264347,臺東縣,臺東縣達仁鄉臺東達五號農路4K處,497.0
353,C0T790,大禹嶺,121.316086,24.186117,花蓮縣,秀林鄉立霧溪事業區67林班地(救國團大禹山莊),2830.0
354,C0T820,天祥,121.495639,24.179597,花蓮縣,秀林鄉立霧溪事業區80林班地(天祥祥德寺),550.0
355,C0T870,鯉魚潭,121.508944,23.935639,花蓮縣,壽豐鄉池南村池南路一段8號(鯉魚潭風景區旁),135.0
356,C0T900,西林,121.441458,23.8119,花蓮縣,萬榮鄉西林路8鄰114號(西林國民小學運動場旁),160.0
357,C0T960,光復,121.424964,23.660694,花蓮縣,光復鄉大進村糖廠街19號(台糖公司花蓮光復糖廠內),120.0
358,C0T9A0,月眉山,121.539828,23.809928,花蓮縣,壽豐鄉月眉山旁的小山丘上(過米棧大橋往山上水璉方向至四號橋左轉之山上),498.0
359,C0T9B0,水源,121.537169,23.991861,花蓮縣,秀林鄉原林務局水源段的苗圃內,558.0
360,C0T9D0,和中,121.74103,24.26676,花蓮縣,秀林鄉秀林村62號(和平國小和中分校校園內),8.0
361,C0T9E0,大坑,121.581981,23.880628,花蓮縣,壽豐鄉10鄰山嶺80之1號(中華電信公司賀田山機房)旁,415.0
362,C0T9F0,水璉,121.542514,23.797131,花蓮縣,壽豐鄉水璉村,251.0
363,C0T9G0,鳳林山,121.420131,23.735269,花蓮縣,鳳林鎮,605.0
364,C0T9H0,加路蘭山,121.5274,23.682947,花蓮縣,豐濱鄉臨海段776-4號,725.0
365,C0T9I0,豐濱,121.514806,23.583897,花蓮縣,豐濱鄉豐濱村,152.0
366,C0T9M0,靜浦,121.495028,23.455167,花蓮縣,豐濱鄉靜浦村活動中心後山上,92.0
367,C0T9N0,富里,121.249378,23.171639,花蓮縣,富里鄉永安街52號(富里國小),261.0
368,C0U520,雙連埤,121.641303,24.753033,宜蘭縣,員山鄉雙連埤地區(需徒步20分鐘),517.0
369,C0U600,礁溪,121.765536,24.817544,宜蘭縣,礁溪鄉礁溪路四段23號(礁溪國民中學教室後宿舍旁),10.0
370,C0U650,玉蘭,121.587061,24.675286,宜蘭縣,大同鄉松羅村鹿場路11號(往松羅山頂瞭望亭旁),442.0
371,C0U710,太平山,121.525656,24.505486,宜蘭縣,大同鄉太平山93林班地(林務局路標22.3k處),1942.0
372,C0U720,南山,121.38167,24.43742,宜蘭縣,大同鄉南山村4鄰埤南巷31-3號(南山國民小學內),1260.0
373,C0U750,龜山島,121.953133,24.841667,宜蘭縣,頭城鎮龜山島山頂401高地觀景台,398.0
374,C0U760,東澳,121.83318,24.52196,宜蘭縣,南澳鄉東岳村蘇花路三段209號(東澳國小校園內),22.0
375,C0U770,南澳,121.81022,24.44935,宜蘭縣,南澳鄉中央氣象局地震中心系統維護課之南澳地震站,5.0
376,C0U780,五結,121.79794,24.68637,宜蘭縣,五結鄉五結中路二段88號(五結國小),15.0
377,C0U860,頭城,121.8308,24.85323,宜蘭縣,頭城鎮協天路468號(中華電信頭城海纜站內),5.0
378,C0U870,大礁溪,121.67505,24.79104,宜蘭縣,礁溪鄉二結村一鄰9-1號(國立宜蘭大學實驗林場),474.0
379,C0U890,三星,121.65302,24.66812,宜蘭縣,三星鄉月眉街54號(三星國中),116.0
380,C0U900,內城,121.68766,24.71813,宜蘭縣,員山鄉內城路545號(內城國民中小學),63.0
381,C0U910,冬山,121.7937,24.63373,宜蘭縣,冬山鄉冬山路98-5號(冬山消防分隊),17.0
382,C0U940,羅東,121.74934,24.68184,宜蘭縣,羅東鎮羅東運動公園南側(北成路二段停車場旁自行車道入口),25.0
383,C0U950,鶯子嶺,121.79244,24.89754,宜蘭縣,頭城鎮鶯子嶺通信站區內,1012.0
384,C0U960,翠峰湖,121.608044,24.510856,宜蘭縣,大同鄉太平山翠峰湖停車場木棧道旁,1885.0
385,C0U970,大福,121.81389,24.80064,宜蘭縣,壯圍鄉大福路一段62巷26號(大福國小),7.0
386,C0U980,坪林石牌,121.77396,24.86478,宜蘭縣,頭城鎮與新北市坪林區交界附近之國有林班地(位於坪林石牌附近山區),573.0
387,C0U990,員山,121.72247,24.74435,宜蘭縣,員山鄉員山村復興路39號(員山國小),31.0
388,C0UA00,土場,121.495333,24.576533,宜蘭縣,大同鄉土場,392.0
389,C0UA10,鴛鴦湖,121.412228,24.590269,宜蘭縣,大同鄉100線林道約15K(太平山事業區32林班內，鴛鴦湖工作站旁空地),1711.0
390,C0UA20,多加屯,121.373189,24.368614,宜蘭縣,大同鄉南湖大山指標8.4K處(多加屯避難山屋附近),2619.0
391,C0UA30,白嶺,121.519031,24.527819,宜蘭縣,大同鄉太平山白嶺苗圃內,1397.0
392,C0UA40,西德山,121.752608,24.560647,宜蘭縣,南澳鄉安平坑林道(力霸產業道路)附近山區(南澳事業區28林班內),1121.0
393,C0UA50,西帽山,121.802628,24.555361,宜蘭縣,南澳鄉台泥大白山運石道附近山區(羅東事業區96林班內),808.0
394,C0UA60,樟樹山,121.78325,24.41393,宜蘭縣,南澳鄉武塔村樟樹山附近山區,566.0
395,C0UA70,桃源谷,121.888875,24.962606,宜蘭縣,頭城鎮及新北市貢寮區交界之桃源谷附近空地,547.0
396,C0UA80,大溪漁港,121.902955,24.941801,宜蘭縣,頭城鎮大溪里濱海路5段492號(大溪安檢所樓頂),10.0
397,C0UA90,石城,121.951214,24.980444,宜蘭縣,頭城鎮石城路85號(石城執檢站樓頂),5.0
398,C0UB00,淡江大學蘭陽校園,121.730383,24.823239,宜蘭縣,礁溪鄉林尾路180號（淡江大學蘭陽校園內）,379.0
399,C0V210,復興,120.806089,23.222403,高雄市,桃源區復興里復興巷1鄰15號,734.0
400,C0V250,甲仙,120.591758,23.080106,高雄市,甲仙區(甲仙國民中學操場後方小山丘上),298.0
401,C0V260,月眉,120.539853,22.971003,高雄市,杉林區月眉里山仙路1號月眉農場,126.0
402,C0V310,美濃,120.519153,22.898742,高雄市,美濃區福安里中山路二段204巷65號(美濃區福安國小後方),46.0
403,C0V350,溪埔,120.446797,22.738578,高雄市,大樹區溪埔里之台29線近83K處,36.0
404,C0V360,內門,120.466769,22.975481,高雄市,內門區木柵里木柵3號（木柵國民小學）,94.0
405,C0V370,古亭坑,120.401947,22.893178,高雄市,田寮區古亭里,74.0
406,C0V400,阿公店,120.355528,22.804194,高雄市,燕巢區西燕里工程路1號（阿公店水庫內）,56.0
407,C0V440,鳳山,120.356122,22.646653,高雄市,鳳山區文山路園藝巷4號（鳳山熱帶園藝試驗分所）,27.0
408,C0V450,鳳森,120.392592,22.545064,高雄市,小港區水庫段96-1地號（鳳山給水廠內）,51.0
409,C0V490,新興,120.298803,22.627422,高雄市,新興區大同一路231號(大同國小內5樓頂),20.0
410,C0V500,旗津,120.285944,22.5886,高雄市,旗津區中洲二路207號(旗津國中校園內),6.0
411,C0V530,阿蓮,120.327508,22.883208,高雄市,阿蓮區阿蓮里民生路94號(阿蓮區公所),34.0
412,C0V610,梓官,120.267211,22.760558,高雄市,梓官區梓官路258號(梓官區公所),22.0
413,C0V620,永安,120.236856,22.82315,高雄市,永安區永安路32號(永安消防分隊),18.0
414,C0V630,茄萣,120.182608,22.906642,高雄市,茄萣區濱海路四段27號(茄萣區公所),19.0
415,C0V640,湖內,120.2445,22.887139,高雄市,湖內區中山路一段290之1號(湖街派出所),35.0
416,C0V650,彌陀,120.246361,22.783806,高雄市,彌陀區中正北路7號(彌陀消防分隊),28.0
417,C0V660,岡山,120.294958,22.797078,高雄市,岡山區岡山路341號(岡山地政事務所),25.0
